coupe,num coupe,dimensions,labels
coronal,0,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,1,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,2,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,3,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,4,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,5,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,6,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,7,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,8,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,9,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,10,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,11,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,12,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,13,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,14,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,15,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,16,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,17,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,18,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,19,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,20,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,21,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,22,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,23,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,24,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,25,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,26,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,27,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,28,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,29,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,30,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,31,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,32,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,33,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,34,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,35,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,36,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,37,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,38,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,39,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,40,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,41,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,42,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,43,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,44,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,45,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,46,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,47,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,48,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,49,"(128, 256)","[('Unknown', '40952.5000'), ('', '7.5000')]"
coronal,50,"(128, 256)","[('Unknown', '40741.2500'), ('cortex of left cerebral hemisphere', '48.7500'), ('cortex of right cerebral hemisphere', '87.5000'), ('', '82.5000')]"
coronal,51,"(128, 256)","[('Unknown', '40430.0000'), ('cortex of left cerebral hemisphere', '233.7500'), ('cortex of right cerebral hemisphere', '238.7500'), ('', '57.5000')]"
coronal,52,"(128, 256)","[('Unknown', '40133.7500'), ('cortex of left cerebral hemisphere', '385.0000'), ('cortex of right cerebral hemisphere', '388.7500'), ('', '52.5000')]"
coronal,53,"(128, 256)","[('Unknown', '39885.0000'), ('cortex of left cerebral hemisphere', '495.0000'), ('cortex of right cerebral hemisphere', '515.0000'), ('', '65.0000')]"
coronal,54,"(128, 256)","[('Unknown', '39578.7500'), ('white matter of left cerebral hemisphere', '1.2500'), ('cortex of left cerebral hemisphere', '635.0000'), ('cortex of right cerebral hemisphere', '658.7500'), ('', '86.2500')]"
coronal,55,"(128, 256)","[('Unknown', '39288.7500'), ('white matter of left cerebral hemisphere', '1.2500'), ('cortex of left cerebral hemisphere', '785.0000'), ('cortex of right cerebral hemisphere', '786.2500'), ('', '98.7500')]"
coronal,56,"(128, 256)","[('Unknown', '39007.5000'), ('white matter of left cerebral hemisphere', '13.7500'), ('cortex of left cerebral hemisphere', '871.2500'), ('white matter of right cerebral hemisphere', '12.5000'), ('cortex of right cerebral hemisphere', '938.7500'), ('', '116.2500')]"
coronal,57,"(128, 256)","[('Unknown', '38787.5000'), ('white matter of left cerebral hemisphere', '52.5000'), ('cortex of left cerebral hemisphere', '941.2500'), ('white matter of right cerebral hemisphere', '31.2500'), ('cortex of right cerebral hemisphere', '1006.2500'), ('', '141.2500')]"
coronal,58,"(128, 256)","[('Unknown', '38575.0000'), ('white matter of left cerebral hemisphere', '102.5000'), ('cortex of left cerebral hemisphere', '1006.2500'), ('white matter of right cerebral hemisphere', '60.0000'), ('cortex of right cerebral hemisphere', '1076.2500'), ('', '140.0000')]"
coronal,59,"(128, 256)","[('Unknown', '38298.7500'), ('white matter of left cerebral hemisphere', '128.7500'), ('cortex of left cerebral hemisphere', '1113.7500'), ('white matter of right cerebral hemisphere', '97.5000'), ('cortex of right cerebral hemisphere', '1161.2500'), ('', '160.0000')]"
coronal,60,"(128, 256)","[('Unknown', '38073.7500'), ('white matter of left cerebral hemisphere', '166.2500'), ('cortex of left cerebral hemisphere', '1182.5000'), ('white matter of right cerebral hemisphere', '156.2500'), ('cortex of right cerebral hemisphere', '1216.2500'), ('', '165.0000')]"
coronal,61,"(128, 256)","[('Unknown', '37890.0000'), ('white matter of left cerebral hemisphere', '207.5000'), ('cortex of left cerebral hemisphere', '1253.7500'), ('white matter of right cerebral hemisphere', '195.0000'), ('cortex of right cerebral hemisphere', '1258.7500'), ('', '155.0000')]"
coronal,62,"(128, 256)","[('Unknown', '37732.5000'), ('white matter of left cerebral hemisphere', '248.7500'), ('cortex of left cerebral hemisphere', '1276.2500'), ('white matter of right cerebral hemisphere', '256.2500'), ('cortex of right cerebral hemisphere', '1293.7500'), ('', '152.5000')]"
coronal,63,"(128, 256)","[('Unknown', '37575.0000'), ('white matter of left cerebral hemisphere', '275.0000'), ('cortex of left cerebral hemisphere', '1335.0000'), ('white matter of right cerebral hemisphere', '291.2500'), ('cortex of right cerebral hemisphere', '1336.2500'), ('', '147.5000')]"
coronal,64,"(128, 256)","[('Unknown', '37420.0000'), ('white matter of left cerebral hemisphere', '283.7500'), ('cortex of left cerebral hemisphere', '1398.7500'), ('white matter of right cerebral hemisphere', '317.5000'), ('cortex of right cerebral hemisphere', '1385.0000'), ('', '155.0000')]"
coronal,65,"(128, 256)","[('Unknown', '37282.5000'), ('white matter of left cerebral hemisphere', '302.5000'), ('cortex of left cerebral hemisphere', '1421.2500'), ('white matter of right cerebral hemisphere', '333.7500'), ('cortex of right cerebral hemisphere', '1431.2500'), ('', '188.7500')]"
coronal,66,"(128, 256)","[('Unknown', '37146.2500'), ('white matter of left cerebral hemisphere', '346.2500'), ('cortex of left cerebral hemisphere', '1477.5000'), ('white matter of right cerebral hemisphere', '356.2500'), ('cortex of right cerebral hemisphere', '1483.7500'), ('', '150.0000')]"
coronal,67,"(128, 256)","[('Unknown', '36985.0000'), ('white matter of left cerebral hemisphere', '368.7500'), ('cortex of left cerebral hemisphere', '1526.2500'), ('white matter of right cerebral hemisphere', '373.7500'), ('cortex of right cerebral hemisphere', '1502.5000'), ('', '203.7500')]"
coronal,68,"(128, 256)","[('Unknown', '36817.5000'), ('white matter of left cerebral hemisphere', '421.2500'), ('cortex of left cerebral hemisphere', '1547.5000'), ('white matter of right cerebral hemisphere', '408.7500'), ('cortex of right cerebral hemisphere', '1566.2500'), ('', '198.7500')]"
coronal,69,"(128, 256)","[('Unknown', '36626.2500'), ('white matter of left cerebral hemisphere', '480.0000'), ('cortex of left cerebral hemisphere', '1582.5000'), ('white matter of right cerebral hemisphere', '457.5000'), ('cortex of right cerebral hemisphere', '1613.7500'), ('', '200.0000')]"
coronal,70,"(128, 256)","[('Unknown', '36496.2500'), ('white matter of left cerebral hemisphere', '537.5000'), ('cortex of left cerebral hemisphere', '1601.2500'), ('white matter of right cerebral hemisphere', '500.0000'), ('cortex of right cerebral hemisphere', '1640.0000'), ('', '185.0000')]"
coronal,71,"(128, 256)","[('Unknown', '36365.0000'), ('white matter of left cerebral hemisphere', '567.5000'), ('cortex of left cerebral hemisphere', '1660.0000'), ('white matter of right cerebral hemisphere', '528.7500'), ('cortex of right cerebral hemisphere', '1643.7500'), ('', '195.0000')]"
coronal,72,"(128, 256)","[('Unknown', '36241.2500'), ('white matter of left cerebral hemisphere', '583.7500'), ('cortex of left cerebral hemisphere', '1690.0000'), ('white matter of right cerebral hemisphere', '567.5000'), ('cortex of right cerebral hemisphere', '1678.7500'), ('', '198.7500')]"
coronal,73,"(128, 256)","[('Unknown', '36083.7500'), ('white matter of left cerebral hemisphere', '600.0000'), ('cortex of left cerebral hemisphere', '1738.7500'), ('white matter of right cerebral hemisphere', '603.7500'), ('cortex of right cerebral hemisphere', '1717.5000'), ('', '216.2500')]"
coronal,74,"(128, 256)","[('Unknown', '35956.2500'), ('white matter of left cerebral hemisphere', '630.0000'), ('cortex of left cerebral hemisphere', '1777.5000'), ('white matter of right cerebral hemisphere', '651.2500'), ('cortex of right cerebral hemisphere', '1732.5000'), ('', '212.5000')]"
coronal,75,"(128, 256)","[('Unknown', '35832.5000'), ('white matter of left cerebral hemisphere', '675.0000'), ('cortex of left cerebral hemisphere', '1761.2500'), ('white matter of right cerebral hemisphere', '702.5000'), ('cortex of right cerebral hemisphere', '1762.5000'), ('', '226.2500')]"
coronal,76,"(128, 256)","[('Unknown', '35696.2500'), ('white matter of left cerebral hemisphere', '713.7500'), ('cortex of left cerebral hemisphere', '1796.2500'), ('white matter of right cerebral hemisphere', '731.2500'), ('cortex of right cerebral hemisphere', '1782.5000'), ('', '240.0000')]"
coronal,77,"(128, 256)","[('Unknown', '35546.2500'), ('white matter of left cerebral hemisphere', '766.2500'), ('cortex of left cerebral hemisphere', '1837.5000'), ('white matter of right cerebral hemisphere', '760.0000'), ('cortex of right cerebral hemisphere', '1771.2500'), ('', '278.7500')]"
coronal,78,"(128, 256)","[('Unknown', '35422.5000'), ('white matter of left cerebral hemisphere', '800.0000'), ('cortex of left cerebral hemisphere', '1888.7500'), ('white matter of right cerebral hemisphere', '783.7500'), ('cortex of right cerebral hemisphere', '1805.0000'), ('', '260.0000')]"
coronal,79,"(128, 256)","[('Unknown', '35313.7500'), ('white matter of left cerebral hemisphere', '826.2500'), ('cortex of left cerebral hemisphere', '1937.5000'), ('white matter of right cerebral hemisphere', '822.5000'), ('cortex of right cerebral hemisphere', '1858.7500'), ('', '201.2500')]"
coronal,80,"(128, 256)","[('Unknown', '35148.7500'), ('white matter of left cerebral hemisphere', '860.0000'), ('cortex of left cerebral hemisphere', '1943.7500'), ('white matter of right cerebral hemisphere', '842.5000'), ('cortex of right cerebral hemisphere', '1931.2500'), ('', '233.7500')]"
coronal,81,"(128, 256)","[('Unknown', '35037.5000'), ('white matter of left cerebral hemisphere', '890.0000'), ('cortex of left cerebral hemisphere', '1960.0000'), ('white matter of right cerebral hemisphere', '870.0000'), ('cortex of right cerebral hemisphere', '1956.2500'), ('', '246.2500')]"
coronal,82,"(128, 256)","[('Unknown', '34901.2500'), ('white matter of left cerebral hemisphere', '916.2500'), ('cortex of left cerebral hemisphere', '1992.5000'), ('white matter of right cerebral hemisphere', '898.7500'), ('cortex of right cerebral hemisphere', '1997.5000'), ('', '253.7500')]"
coronal,83,"(128, 256)","[('Unknown', '34781.2500'), ('white matter of left cerebral hemisphere', '973.7500'), ('cortex of left cerebral hemisphere', '1970.0000'), ('white matter of right cerebral hemisphere', '950.0000'), ('cortex of right cerebral hemisphere', '2018.7500'), ('', '266.2500')]"
coronal,84,"(128, 256)","[('Unknown', '34701.2500'), ('white matter of left cerebral hemisphere', '1041.2500'), ('cortex of left cerebral hemisphere', '1958.7500'), ('white matter of right cerebral hemisphere', '970.0000'), ('cortex of right cerebral hemisphere', '2025.0000'), ('', '263.7500')]"
coronal,85,"(128, 256)","[('Unknown', '34598.7500'), ('white matter of left cerebral hemisphere', '1103.7500'), ('cortex of left cerebral hemisphere', '1931.2500'), ('white matter of right cerebral hemisphere', '1012.5000'), ('cortex of right cerebral hemisphere', '2020.0000'), ('', '293.7500')]"
coronal,86,"(128, 256)","[('Unknown', '34491.2500'), ('white matter of left cerebral hemisphere', '1138.7500'), ('cortex of left cerebral hemisphere', '1961.2500'), ('white matter of right cerebral hemisphere', '1071.2500'), ('cortex of right cerebral hemisphere', '2011.2500'), ('', '286.2500')]"
coronal,87,"(128, 256)","[('Unknown', '34413.7500'), ('white matter of left cerebral hemisphere', '1125.0000'), ('cortex of left cerebral hemisphere', '2005.0000'), ('white matter of right cerebral hemisphere', '1136.2500'), ('cortex of right cerebral hemisphere', '1983.7500'), ('', '296.2500')]"
coronal,88,"(128, 256)","[('Unknown', '34320.0000'), ('white matter of left cerebral hemisphere', '1145.0000'), ('cortex of left cerebral hemisphere', '2008.7500'), ('white matter of right cerebral hemisphere', '1195.0000'), ('cortex of right cerebral hemisphere', '1976.2500'), ('', '315.0000')]"
coronal,89,"(128, 256)","[('Unknown', '34221.2500'), ('white matter of left cerebral hemisphere', '1145.0000'), ('cortex of left cerebral hemisphere', '2075.0000'), ('white matter of right cerebral hemisphere', '1223.7500'), ('cortex of right cerebral hemisphere', '1996.2500'), ('', '298.7500')]"
coronal,90,"(128, 256)","[('Unknown', '34132.5000'), ('white matter of left cerebral hemisphere', '1192.5000'), ('cortex of left cerebral hemisphere', '2082.5000'), ('white matter of right cerebral hemisphere', '1307.5000'), ('cortex of right cerebral hemisphere', '1957.5000'), ('', '287.5000')]"
coronal,91,"(128, 256)","[('Unknown', '34037.5000'), ('white matter of left cerebral hemisphere', '1225.0000'), ('cortex of left cerebral hemisphere', '2067.5000'), ('white matter of right cerebral hemisphere', '1381.2500'), ('cortex of right cerebral hemisphere', '1891.2500'), ('', '357.5000')]"
coronal,92,"(128, 256)","[('Unknown', '33966.2500'), ('white matter of left cerebral hemisphere', '1253.7500'), ('cortex of left cerebral hemisphere', '2093.7500'), ('white matter of right cerebral hemisphere', '1365.0000'), ('cortex of right cerebral hemisphere', '1952.5000'), ('', '328.7500')]"
coronal,93,"(128, 256)","[('Unknown', '33878.7500'), ('white matter of left cerebral hemisphere', '1277.5000'), ('cortex of left cerebral hemisphere', '2091.2500'), ('left lateral ventricle', '5.0000'), ('white matter of right cerebral hemisphere', '1377.5000'), ('cortex of right cerebral hemisphere', '1998.7500'), ('', '331.2500')]"
