coupe,num coupe,dimensions,labels
coronal,0,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,1,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,2,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,3,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,4,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,5,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,6,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,7,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,8,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,9,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,10,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,11,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,12,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,13,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,14,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,15,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,16,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,17,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,18,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,19,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,20,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,21,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,22,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,23,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,24,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,25,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,26,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,27,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,28,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,29,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,30,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,31,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,32,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,33,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,34,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,35,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,36,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,37,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,38,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,39,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,40,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,41,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,42,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,43,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,44,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,45,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,46,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,47,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,48,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,49,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,50,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,51,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,52,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,53,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,54,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,55,"(128, 256)","[('Unknown', '40960.0000')]"
coronal,56,"(128, 256)","[('Unknown', '40930.0000'), ('cortex of left cerebral hemisphere', '2.5000'), ('cortex of right cerebral hemisphere', '10.0000'), ('', '17.5000')]"
coronal,57,"(128, 256)","[('Unknown', '40701.2500'), ('cortex of left cerebral hemisphere', '36.2500'), ('cortex of right cerebral hemisphere', '142.5000'), ('', '80.0000')]"
coronal,58,"(128, 256)","[('Unknown', '40406.2500'), ('cortex of left cerebral hemisphere', '195.0000'), ('cortex of right cerebral hemisphere', '283.7500'), ('', '75.0000')]"
coronal,59,"(128, 256)","[('Unknown', '40102.5000'), ('cortex of left cerebral hemisphere', '348.7500'), ('cortex of right cerebral hemisphere', '452.5000'), ('', '56.2500')]"
coronal,60,"(128, 256)","[('Unknown', '39846.2500'), ('cortex of left cerebral hemisphere', '461.2500'), ('cortex of right cerebral hemisphere', '578.7500'), ('', '73.7500')]"
coronal,61,"(128, 256)","[('Unknown', '39636.2500'), ('white matter of left cerebral hemisphere', '3.7500'), ('cortex of left cerebral hemisphere', '548.7500'), ('white matter of right cerebral hemisphere', '5.0000'), ('cortex of right cerebral hemisphere', '688.7500'), ('', '77.5000')]"
coronal,62,"(128, 256)","[('Unknown', '39427.5000'), ('white matter of left cerebral hemisphere', '12.5000'), ('cortex of left cerebral hemisphere', '642.5000'), ('white matter of right cerebral hemisphere', '20.0000'), ('cortex of right cerebral hemisphere', '795.0000'), ('', '62.5000')]"
coronal,63,"(128, 256)","[('Unknown', '39230.0000'), ('white matter of left cerebral hemisphere', '32.5000'), ('cortex of left cerebral hemisphere', '727.5000'), ('white matter of right cerebral hemisphere', '31.2500'), ('cortex of right cerebral hemisphere', '867.5000'), ('', '71.2500')]"
coronal,64,"(128, 256)","[('Unknown', '39053.7500'), ('white matter of left cerebral hemisphere', '65.0000'), ('cortex of left cerebral hemisphere', '782.5000'), ('white matter of right cerebral hemisphere', '62.5000'), ('cortex of right cerebral hemisphere', '917.5000'), ('', '78.7500')]"
coronal,65,"(128, 256)","[('Unknown', '38897.5000'), ('white matter of left cerebral hemisphere', '93.7500'), ('cortex of left cerebral hemisphere', '835.0000'), ('white matter of right cerebral hemisphere', '82.5000'), ('cortex of right cerebral hemisphere', '942.5000'), ('', '108.7500')]"
coronal,66,"(128, 256)","[('Unknown', '38727.5000'), ('white matter of left cerebral hemisphere', '126.2500'), ('cortex of left cerebral hemisphere', '896.2500'), ('white matter of right cerebral hemisphere', '137.5000'), ('cortex of right cerebral hemisphere', '968.7500'), ('', '103.7500')]"
coronal,67,"(128, 256)","[('Unknown', '38543.7500'), ('white matter of left cerebral hemisphere', '148.7500'), ('cortex of left cerebral hemisphere', '956.2500'), ('white matter of right cerebral hemisphere', '166.2500'), ('cortex of right cerebral hemisphere', '1015.0000'), ('', '130.0000')]"
coronal,68,"(128, 256)","[('Unknown', '38382.5000'), ('white matter of left cerebral hemisphere', '187.5000'), ('cortex of left cerebral hemisphere', '1015.0000'), ('white matter of right cerebral hemisphere', '207.5000'), ('cortex of right cerebral hemisphere', '1058.7500'), ('', '108.7500')]"
coronal,69,"(128, 256)","[('Unknown', '38251.2500'), ('white matter of left cerebral hemisphere', '208.7500'), ('cortex of left cerebral hemisphere', '1062.5000'), ('white matter of right cerebral hemisphere', '230.0000'), ('cortex of right cerebral hemisphere', '1090.0000'), ('', '117.5000')]"
coronal,70,"(128, 256)","[('Unknown', '38108.7500'), ('white matter of left cerebral hemisphere', '222.5000'), ('cortex of left cerebral hemisphere', '1115.0000'), ('white matter of right cerebral hemisphere', '270.0000'), ('cortex of right cerebral hemisphere', '1133.7500'), ('', '110.0000')]"
coronal,71,"(128, 256)","[('Unknown', '37965.0000'), ('white matter of left cerebral hemisphere', '266.2500'), ('cortex of left cerebral hemisphere', '1146.2500'), ('white matter of right cerebral hemisphere', '305.0000'), ('cortex of right cerebral hemisphere', '1166.2500'), ('', '111.2500')]"
coronal,72,"(128, 256)","[('Unknown', '37826.2500'), ('white matter of left cerebral hemisphere', '283.7500'), ('cortex of left cerebral hemisphere', '1177.5000'), ('white matter of right cerebral hemisphere', '351.2500'), ('cortex of right cerebral hemisphere', '1205.0000'), ('', '116.2500')]"
coronal,73,"(128, 256)","[('Unknown', '37688.7500'), ('white matter of left cerebral hemisphere', '321.2500'), ('cortex of left cerebral hemisphere', '1215.0000'), ('white matter of right cerebral hemisphere', '367.5000'), ('cortex of right cerebral hemisphere', '1240.0000'), ('', '127.5000')]"
coronal,74,"(128, 256)","[('Unknown', '37552.5000'), ('white matter of left cerebral hemisphere', '346.2500'), ('cortex of left cerebral hemisphere', '1255.0000'), ('white matter of right cerebral hemisphere', '377.5000'), ('cortex of right cerebral hemisphere', '1283.7500'), ('', '145.0000')]"
coronal,75,"(128, 256)","[('Unknown', '37400.0000'), ('white matter of left cerebral hemisphere', '383.7500'), ('cortex of left cerebral hemisphere', '1286.2500'), ('white matter of right cerebral hemisphere', '407.5000'), ('cortex of right cerebral hemisphere', '1337.5000'), ('', '145.0000')]"
coronal,76,"(128, 256)","[('Unknown', '37285.0000'), ('white matter of left cerebral hemisphere', '406.2500'), ('cortex of left cerebral hemisphere', '1311.2500'), ('white matter of right cerebral hemisphere', '437.5000'), ('cortex of right cerebral hemisphere', '1372.5000'), ('', '147.5000')]"
coronal,77,"(128, 256)","[('Unknown', '37152.5000'), ('white matter of left cerebral hemisphere', '436.2500'), ('cortex of left cerebral hemisphere', '1333.7500'), ('white matter of right cerebral hemisphere', '475.0000'), ('cortex of right cerebral hemisphere', '1387.5000'), ('', '175.0000')]"
coronal,78,"(128, 256)","[('Unknown', '37038.7500'), ('white matter of left cerebral hemisphere', '497.5000'), ('cortex of left cerebral hemisphere', '1356.2500'), ('white matter of right cerebral hemisphere', '510.0000'), ('cortex of right cerebral hemisphere', '1405.0000'), ('', '152.5000')]"
coronal,79,"(128, 256)","[('Unknown', '36902.5000'), ('white matter of left cerebral hemisphere', '516.2500'), ('cortex of left cerebral hemisphere', '1400.0000'), ('white matter of right cerebral hemisphere', '547.5000'), ('cortex of right cerebral hemisphere', '1447.5000'), ('', '146.2500')]"
coronal,80,"(128, 256)","[('Unknown', '36786.2500'), ('white matter of left cerebral hemisphere', '533.7500'), ('cortex of left cerebral hemisphere', '1456.2500'), ('white matter of right cerebral hemisphere', '568.7500'), ('cortex of right cerebral hemisphere', '1457.5000'), ('', '157.5000')]"
coronal,81,"(128, 256)","[('Unknown', '36660.0000'), ('white matter of left cerebral hemisphere', '542.5000'), ('cortex of left cerebral hemisphere', '1473.7500'), ('white matter of right cerebral hemisphere', '592.5000'), ('cortex of right cerebral hemisphere', '1500.0000'), ('', '191.2500')]"
coronal,82,"(128, 256)","[('Unknown', '36557.5000'), ('white matter of left cerebral hemisphere', '573.7500'), ('cortex of left cerebral hemisphere', '1503.7500'), ('white matter of right cerebral hemisphere', '630.0000'), ('cortex of right cerebral hemisphere', '1510.0000'), ('', '185.0000')]"
coronal,83,"(128, 256)","[('Unknown', '36426.2500'), ('white matter of left cerebral hemisphere', '603.7500'), ('cortex of left cerebral hemisphere', '1535.0000'), ('white matter of right cerebral hemisphere', '651.2500'), ('cortex of right cerebral hemisphere', '1560.0000'), ('', '183.7500')]"
coronal,84,"(128, 256)","[('Unknown', '36277.5000'), ('white matter of left cerebral hemisphere', '632.5000'), ('cortex of left cerebral hemisphere', '1580.0000'), ('white matter of right cerebral hemisphere', '675.0000'), ('cortex of right cerebral hemisphere', '1605.0000'), ('', '190.0000')]"
coronal,85,"(128, 256)","[('Unknown', '36171.2500'), ('white matter of left cerebral hemisphere', '663.7500'), ('cortex of left cerebral hemisphere', '1602.5000'), ('white matter of right cerebral hemisphere', '706.2500'), ('cortex of right cerebral hemisphere', '1615.0000'), ('', '201.2500')]"
coronal,86,"(128, 256)","[('Unknown', '36050.0000'), ('white matter of left cerebral hemisphere', '676.2500'), ('cortex of left cerebral hemisphere', '1620.0000'), ('white matter of right cerebral hemisphere', '743.7500'), ('cortex of right cerebral hemisphere', '1646.2500'), ('', '223.7500')]"
coronal,87,"(128, 256)","[('Unknown', '35921.2500'), ('white matter of left cerebral hemisphere', '686.2500'), ('cortex of left cerebral hemisphere', '1680.0000'), ('white matter of right cerebral hemisphere', '766.2500'), ('cortex of right cerebral hemisphere', '1698.7500'), ('', '207.5000')]"
coronal,88,"(128, 256)","[('Unknown', '35821.2500'), ('white matter of left cerebral hemisphere', '727.5000'), ('cortex of left cerebral hemisphere', '1693.7500'), ('white matter of right cerebral hemisphere', '765.0000'), ('cortex of right cerebral hemisphere', '1718.7500'), ('', '233.7500')]"
coronal,89,"(128, 256)","[('Unknown', '35713.7500'), ('white matter of left cerebral hemisphere', '755.0000'), ('cortex of left cerebral hemisphere', '1725.0000'), ('white matter of right cerebral hemisphere', '806.2500'), ('cortex of right cerebral hemisphere', '1732.5000'), ('', '227.5000')]"
coronal,90,"(128, 256)","[('Unknown', '35625.0000'), ('white matter of left cerebral hemisphere', '826.2500'), ('cortex of left cerebral hemisphere', '1710.0000'), ('white matter of right cerebral hemisphere', '838.7500'), ('cortex of right cerebral hemisphere', '1738.7500'), ('', '221.2500')]"
coronal,91,"(128, 256)","[('Unknown', '35552.5000'), ('white matter of left cerebral hemisphere', '866.2500'), ('cortex of left cerebral hemisphere', '1685.0000'), ('white matter of right cerebral hemisphere', '888.7500'), ('cortex of right cerebral hemisphere', '1736.2500'), ('', '231.2500')]"
coronal,92,"(128, 256)","[('Unknown', '35468.7500'), ('white matter of left cerebral hemisphere', '898.7500'), ('cortex of left cerebral hemisphere', '1692.5000'), ('white matter of right cerebral hemisphere', '905.0000'), ('cortex of right cerebral hemisphere', '1746.2500'), ('', '248.7500')]"
coronal,93,"(128, 256)","[('Unknown', '35417.5000'), ('white matter of left cerebral hemisphere', '941.2500'), ('cortex of left cerebral hemisphere', '1657.5000'), ('white matter of right cerebral hemisphere', '953.7500'), ('cortex of right cerebral hemisphere', '1731.2500'), ('', '258.7500')]"
coronal,94,"(128, 256)","[('Unknown', '35346.2500'), ('white matter of left cerebral hemisphere', '950.0000'), ('cortex of left cerebral hemisphere', '1665.0000'), ('white matter of right cerebral hemisphere', '988.7500'), ('cortex of right cerebral hemisphere', '1728.7500'), ('', '281.2500')]"
coronal,95,"(128, 256)","[('Unknown', '35237.5000'), ('white matter of left cerebral hemisphere', '1008.7500'), ('cortex of left cerebral hemisphere', '1673.7500'), ('white matter of right cerebral hemisphere', '1012.5000'), ('cortex of right cerebral hemisphere', '1731.2500'), ('', '296.2500')]"
coronal,96,"(128, 256)","[('Unknown', '35002.5000'), ('white matter of left cerebral hemisphere', '982.5000'), ('cortex of left cerebral hemisphere', '1782.5000'), ('white matter of right cerebral hemisphere', '1045.0000'), ('cortex of right cerebral hemisphere', '1812.5000'), ('', '335.0000')]"
coronal,97,"(128, 256)","[('Unknown', '34818.7500'), ('white matter of left cerebral hemisphere', '1003.7500'), ('cortex of left cerebral hemisphere', '1833.7500'), ('white matter of right cerebral hemisphere', '1068.7500'), ('cortex of right cerebral hemisphere', '1865.0000'), ('', '370.0000')]"
coronal,98,"(128, 256)","[('Unknown', '34651.2500'), ('white matter of left cerebral hemisphere', '998.7500'), ('cortex of left cerebral hemisphere', '1946.2500'), ('white matter of right cerebral hemisphere', '1062.5000'), ('cortex of right cerebral hemisphere', '1951.2500'), ('', '350.0000')]"
