coupe,num coupe,dimensions,labels
coronal,0,"(256, 256, 1)","[('Unknown', '86400.0000')]"
coronal,1,"(256, 256, 1)","[('Unknown', '86400.0000')]"
coronal,2,"(256, 256, 1)","[('Unknown', '86277.3926'), ('cortex of left cerebral hemisphere', '122.6074')]"
coronal,3,"(256, 256, 1)","[('Unknown', '86025.5859'), ('cortex of left cerebral hemisphere', '374.4141')]"
coronal,4,"(256, 256, 1)","[('Unknown', '85660.4004'), ('cortex of left cerebral hemisphere', '626.2207'), ('cortex of right cerebral hemisphere', '113.3789')]"
coronal,5,"(256, 256, 1)","[('Unknown', '85386.1816'), ('white matter of left cerebral hemisphere', '36.9141'), ('cortex of left cerebral hemisphere', '747.5098'), ('cortex of right cerebral hemisphere', '229.3945')]"
coronal,6,"(256, 256, 1)","[('Unknown', '84767.8711'), ('white matter of left cerebral hemisphere', '145.0195'), ('cortex of left cerebral hemisphere', '971.6309'), ('cortex of right cerebral hemisphere', '515.4785')]"
coronal,7,"(256, 256, 1)","[('Unknown', '84265.5762'), ('white matter of left cerebral hemisphere', '200.3906'), ('cortex of left cerebral hemisphere', '1137.7441'), ('white matter of right cerebral hemisphere', '88.3301'), ('cortex of right cerebral hemisphere', '707.9590')]"
coronal,8,"(256, 256, 1)","[('Unknown', '83802.8320'), ('white matter of left cerebral hemisphere', '424.5117'), ('cortex of left cerebral hemisphere', '1087.6465'), ('white matter of right cerebral hemisphere', '97.5586'), ('cortex of right cerebral hemisphere', '987.4512')]"
coronal,9,"(256, 256, 1)","[('Unknown', '83173.9746'), ('white matter of left cerebral hemisphere', '528.6621'), ('cortex of left cerebral hemisphere', '1288.0371'), ('white matter of right cerebral hemisphere', '242.5781'), ('cortex of right cerebral hemisphere', '1166.7480')]"
coronal,10,"(256, 256, 1)","[('Unknown', '82815.3809'), ('white matter of left cerebral hemisphere', '503.6133'), ('cortex of left cerebral hemisphere', '1381.6406'), ('white matter of right cerebral hemisphere', '367.8223'), ('cortex of right cerebral hemisphere', '1231.3477'), ('right cerebellar cortex', '100.1953')]"
coronal,11,"(256, 256, 1)","[('Unknown', '81755.4199'), ('white matter of left cerebral hemisphere', '714.5508'), ('cortex of left cerebral hemisphere', '1617.6270'), ('left cerebellar cortex', '218.8477'), ('white matter of right cerebral hemisphere', '336.1816'), ('cortex of right cerebral hemisphere', '1471.2891'), ('right cerebellar cortex', '286.0840')]"
coronal,12,"(256, 256, 1)","[('Unknown', '80997.3633'), ('white matter of left cerebral hemisphere', '680.2734'), ('cortex of left cerebral hemisphere', '1798.2422'), ('left cerebellar cortex', '452.1973'), ('white matter of right cerebral hemisphere', '498.3398'), ('cortex of right cerebral hemisphere', '1443.6035'), ('right cerebellar cortex', '529.9805')]"
coronal,13,"(256, 256, 1)","[('Unknown', '79591.9922'), ('white matter of left cerebral hemisphere', '833.2031'), ('cortex of left cerebral hemisphere', '2237.2559'), ('left cerebellar cortex', '659.1797'), ('white matter of right cerebral hemisphere', '645.9961'), ('cortex of right cerebral hemisphere', '1654.5410'), ('right cerebellar cortex', '777.8320')]"
coronal,14,"(256, 256, 1)","[('Unknown', '79063.3301'), ('white matter of left cerebral hemisphere', '900.4395'), ('cortex of left cerebral hemisphere', '2214.8438'), ('white matter of left hemisphere of cerebellum', '11.8652'), ('left cerebellar cortex', '775.1953'), ('white matter of right cerebral hemisphere', '648.6328'), ('cortex of right cerebral hemisphere', '1915.5762'), ('white matter of right hemisphere of cerebellum', '11.8652'), ('right cerebellar cortex', '858.2520')]"
coronal,15,"(256, 256, 1)","[('Unknown', '78543.8965'), ('white matter of left cerebral hemisphere', '949.2188'), ('cortex of left cerebral hemisphere', '2369.0918'), ('white matter of left hemisphere of cerebellum', '31.6406'), ('left cerebellar cortex', '913.6230'), ('white matter of right cerebral hemisphere', '804.1992'), ('cortex of right cerebral hemisphere', '1791.6504'), ('white matter of right hemisphere of cerebellum', '38.2324'), ('right cerebellar cortex', '958.4473')]"
coronal,16,"(256, 256, 1)","[('Unknown', '77875.4883'), ('white matter of left cerebral hemisphere', '1143.0176'), ('cortex of left cerebral hemisphere', '2416.5527'), ('white matter of left hemisphere of cerebellum', '67.2363'), ('left cerebellar cortex', '997.9980'), ('white matter of right cerebral hemisphere', '801.5625'), ('cortex of right cerebral hemisphere', '1961.7188'), ('white matter of right hemisphere of cerebellum', '63.2812'), ('right cerebellar cortex', '1073.1445')]"
coronal,17,"(256, 256, 1)","[('Unknown', '77137.2070'), ('white matter of left cerebral hemisphere', '1243.2129'), ('cortex of left cerebral hemisphere', '2392.8223'), ('left lateral ventricle', '5.2734'), ('white matter of left hemisphere of cerebellum', '100.1953'), ('left cerebellar cortex', '1236.6211'), ('white matter of right cerebral hemisphere', '928.1250'), ('cortex of right cerebral hemisphere', '2019.7266'), ('white matter of right hemisphere of cerebellum', '80.4199'), ('right cerebellar cortex', '1256.3965')]"
coronal,18,"(256, 256, 1)","[('Unknown', '76438.4766'), ('white matter of left cerebral hemisphere', '1270.8984'), ('cortex of left cerebral hemisphere', '2520.7031'), ('left lateral ventricle', '9.2285'), ('white matter of left hemisphere of cerebellum', '94.9219'), ('left cerebellar cortex', '1315.7227'), ('white matter of right cerebral hemisphere', '988.7695'), ('cortex of right cerebral hemisphere', '2288.6719'), ('white matter of right hemisphere of cerebellum', '88.3301'), ('right cerebellar cortex', '1384.2773')]"
coronal,19,"(256, 256, 1)","[('Unknown', '75934.8633'), ('white matter of left cerebral hemisphere', '1161.4746'), ('cortex of left cerebral hemisphere', '2734.2773'), ('left lateral ventricle', '22.4121'), ('white matter of left hemisphere of cerebellum', '108.1055'), ('left cerebellar cortex', '1452.8320'), ('white matter of right cerebral hemisphere', '949.2188'), ('cortex of right cerebral hemisphere', '2438.9648'), ('white matter of right hemisphere of cerebellum', '92.2852'), ('right cerebellar cortex', '1505.5664')]"
coronal,20,"(256, 256, 1)","[('Unknown', '75352.1484'), ('white matter of left cerebral hemisphere', '1170.7031'), ('cortex of left cerebral hemisphere', '2748.7793'), ('left lateral ventricle', '22.4121'), ('white matter of left hemisphere of cerebellum', '108.1055'), ('left cerebellar cortex', '1653.2227'), ('white matter of right cerebral hemisphere', '1127.1973'), ('cortex of right cerebral hemisphere', '2399.4141'), ('right lateral ventricle', '2.6367'), ('white matter of right hemisphere of cerebellum', '89.6484'), ('right cerebellar cortex', '1725.7324')]"
coronal,21,"(256, 256, 1)","[('Unknown', '74660.0098'), ('white matter of left cerebral hemisphere', '1092.9199'), ('cortex of left cerebral hemisphere', '2964.9902'), ('left lateral ventricle', '19.7754'), ('white matter of left hemisphere of cerebellum', '150.2930'), ('left cerebellar cortex', '1754.7363'), ('white matter of right cerebral hemisphere', '1183.8867'), ('cortex of right cerebral hemisphere', '2577.3926'), ('right lateral ventricle', '2.6367'), ('white matter of right hemisphere of cerebellum', '121.2891'), ('right cerebellar cortex', '1872.0703')]"
coronal,22,"(256, 256, 1)","[('Unknown', '74259.2285'), ('white matter of left cerebral hemisphere', '1278.8086'), ('cortex of left cerebral hemisphere', '2860.8398'), ('left lateral ventricle', '22.4121'), ('white matter of left hemisphere of cerebellum', '180.6152'), ('left cerebellar cortex', '1872.0703'), ('white matter of right cerebral hemisphere', '1239.2578'), ('cortex of right cerebral hemisphere', '2598.4863'), ('right lateral ventricle', '7.9102'), ('white matter of right hemisphere of cerebellum', '142.3828'), ('right cerebellar cortex', '1937.9883')]"
