coupe,num coupe,dimensions,labels
coronal,0,"(256, 256)","[('Unknown', '86400.0000')]"
coronal,1,"(256, 256)","[('Unknown', '86400.0000')]"
coronal,2,"(256, 256)","[('Unknown', '86400.0000')]"
coronal,3,"(256, 256)","[('Unknown', '86400.0000')]"
coronal,4,"(256, 256)","[('Unknown', '86063.8184'), ('cortex of left cerebral hemisphere', '131.8359'), ('cortex of right cerebral hemisphere', '204.3457')]"
coronal,5,"(256, 256)","[('Unknown', '85359.8145'), ('cortex of left cerebral hemisphere', '478.5645'), ('cortex of right cerebral hemisphere', '561.6211')]"
coronal,6,"(256, 256)","[('Unknown', '84836.4258'), ('white matter of left cerebral hemisphere', '22.4121'), ('cortex of left cerebral hemisphere', '725.0977'), ('white matter of right cerebral hemisphere', '35.5957'), ('cortex of right cerebral hemisphere', '780.4688')]"
coronal,7,"(256, 256)","[('Unknown', '84380.2734'), ('white matter of left cerebral hemisphere', '36.9141'), ('cortex of left cerebral hemisphere', '934.7168'), ('white matter of right cerebral hemisphere', '84.3750'), ('cortex of right cerebral hemisphere', '963.7207')]"
coronal,8,"(256, 256)","[('Unknown', '83938.6230'), ('white matter of left cerebral hemisphere', '73.8281'), ('cortex of left cerebral hemisphere', '1096.8750'), ('white matter of right cerebral hemisphere', '101.5137'), ('cortex of right cerebral hemisphere', '1189.1602')]"
coronal,9,"(256, 256)","[('Unknown', '83548.3887'), ('white matter of left cerebral hemisphere', '127.8809'), ('cortex of left cerebral hemisphere', '1247.1680'), ('white matter of right cerebral hemisphere', '108.1055'), ('cortex of right cerebral hemisphere', '1368.4570')]"
coronal,10,"(256, 256)","[('Unknown', '83071.1426'), ('white matter of left cerebral hemisphere', '152.9297'), ('cortex of left cerebral hemisphere', '1508.2031'), ('white matter of right cerebral hemisphere', '177.9785'), ('cortex of right cerebral hemisphere', '1489.7461')]"
coronal,11,"(256, 256)","[('Unknown', '82640.0391'), ('white matter of left cerebral hemisphere', '192.4805'), ('cortex of left cerebral hemisphere', '1653.2227'), ('white matter of right cerebral hemisphere', '160.8398'), ('cortex of right cerebral hemisphere', '1753.4180')]"
coronal,12,"(256, 256)","[('Unknown', '81933.3984'), ('white matter of left cerebral hemisphere', '293.9941'), ('cortex of left cerebral hemisphere', '1895.8008'), ('white matter of right cerebral hemisphere', '332.2266'), ('cortex of right cerebral hemisphere', '1944.5801')]"
coronal,13,"(256, 256)","[('Unknown', '81296.6309'), ('white matter of left cerebral hemisphere', '466.6992'), ('cortex of left cerebral hemisphere', '2061.9141'), ('white matter of right cerebral hemisphere', '365.1855'), ('cortex of right cerebral hemisphere', '2209.5703')]"
coronal,14,"(256, 256)","[('Unknown', '80592.6270'), ('white matter of left cerebral hemisphere', '606.4453'), ('cortex of left cerebral hemisphere', '2366.4551'), ('white matter of right cerebral hemisphere', '407.3730'), ('cortex of right cerebral hemisphere', '2427.0996')]"
coronal,15,"(256, 256)","[('Unknown', '80091.6504'), ('white matter of left cerebral hemisphere', '659.1797'), ('cortex of left cerebral hemisphere', '2544.4336'), ('white matter of right cerebral hemisphere', '508.8867'), ('cortex of right cerebral hemisphere', '2595.8496')]"
coronal,16,"(256, 256)","[('Unknown', '79441.6992'), ('white matter of left cerebral hemisphere', '764.6484'), ('cortex of left cerebral hemisphere', '2594.5312'), ('left cerebellar cortex', '224.1211'), ('white matter of right cerebral hemisphere', '744.8730'), ('cortex of right cerebral hemisphere', '2630.1270')]"
coronal,17,"(256, 256)","[('Unknown', '78719.2383'), ('white matter of left cerebral hemisphere', '859.5703'), ('cortex of left cerebral hemisphere', '2771.1914'), ('left cerebellar cortex', '299.2676'), ('white matter of right cerebral hemisphere', '785.7422'), ('cortex of right cerebral hemisphere', '2823.9258'), ('right cerebellar cortex', '141.0645')]"
coronal,18,"(256, 256)","[('Unknown', '77661.9141'), ('white matter of left cerebral hemisphere', '946.5820'), ('cortex of left cerebral hemisphere', '3070.4590'), ('left cerebellar cortex', '516.7969'), ('white matter of right cerebral hemisphere', '874.0723'), ('cortex of right cerebral hemisphere', '2949.1699'), ('right cerebellar cortex', '381.0059')]"
coronal,19,"(256, 256)","[('Unknown', '76950.0000'), ('white matter of left cerebral hemisphere', '1107.4219'), ('cortex of left cerebral hemisphere', '3071.7773'), ('left cerebellar cortex', '640.7227'), ('white matter of right cerebral hemisphere', '1129.8340'), ('cortex of right cerebral hemisphere', '3022.9980'), ('right cerebellar cortex', '477.2461')]"
coronal,20,"(256, 256)","[('Unknown', '76278.9551'), ('white matter of left cerebral hemisphere', '1285.4004'), ('cortex of left cerebral hemisphere', '3104.7363'), ('left cerebellar cortex', '765.9668'), ('white matter of right cerebral hemisphere', '1357.9102'), ('cortex of right cerebral hemisphere', '2967.6270'), ('right cerebellar cortex', '639.4043')]"
coronal,21,"(256, 256)","[('Unknown', '75482.6660'), ('white matter of left cerebral hemisphere', '1348.6816'), ('cortex of left cerebral hemisphere', '3232.6172'), ('white matter of left hemisphere of cerebellum', '27.6855'), ('left cerebellar cortex', '916.2598'), ('white matter of right cerebral hemisphere', '1491.0645'), ('cortex of right cerebral hemisphere', '2988.7207'), ('white matter of right hemisphere of cerebellum', '35.5957'), ('right cerebellar cortex', '876.7090')]"
coronal,22,"(256, 256)","[('Unknown', '74868.3105'), ('white matter of left cerebral hemisphere', '1452.8320'), ('cortex of left cerebral hemisphere', '3323.5840'), ('white matter of left hemisphere of cerebellum', '34.2773'), ('left cerebellar cortex', '1075.7812'), ('white matter of right cerebral hemisphere', '1604.4434'), ('cortex of right cerebral hemisphere', '2935.9863'), ('white matter of right hemisphere of cerebellum', '19.7754'), ('right cerebellar cortex', '1085.0098')]"
coronal,23,"(256, 256)","[('Unknown', '74354.1504'), ('white matter of left cerebral hemisphere', '1777.1484'), ('cortex of left cerebral hemisphere', '3125.8301'), ('white matter of left hemisphere of cerebellum', '35.5957'), ('left cerebellar cortex', '1197.0703'), ('white matter of right cerebral hemisphere', '1688.8184'), ('cortex of right cerebral hemisphere', '3092.8711'), ('white matter of right hemisphere of cerebellum', '14.5020'), ('right cerebellar cortex', '1114.0137')]"
coronal,24,"(256, 256)","[('Unknown', '73726.6113'), ('white matter of left cerebral hemisphere', '1823.2910'), ('cortex of left cerebral hemisphere', '3305.1270'), ('white matter of left hemisphere of cerebellum', '39.5508'), ('left cerebellar cortex', '1280.1270'), ('white matter of right cerebral hemisphere', '1608.3984'), ('cortex of right cerebral hemisphere', '3255.0293'), ('white matter of right hemisphere of cerebellum', '35.5957'), ('right cerebellar cortex', '1326.2695')]"
coronal,25,"(256, 256)","[('Unknown', '73224.3164'), ('white matter of left cerebral hemisphere', '1702.0020'), ('cortex of left cerebral hemisphere', '3517.3828'), ('white matter of left hemisphere of cerebellum', '97.5586'), ('left cerebellar cortex', '1361.8652'), ('white matter of right cerebral hemisphere', '1527.9785'), ('cortex of right cerebral hemisphere', '3477.8320'), ('white matter of right hemisphere of cerebellum', '42.1875'), ('right cerebellar cortex', '1448.8770')]"
coronal,26,"(256, 256)","[('Unknown', '72720.7031'), ('white matter of left cerebral hemisphere', '1750.7812'), ('cortex of left cerebral hemisphere', '3488.3789'), ('white matter of left hemisphere of cerebellum', '159.5215'), ('left cerebellar cortex', '1439.6484'), ('white matter of right cerebral hemisphere', '1551.7090'), ('cortex of right cerebral hemisphere', '3668.9941'), ('white matter of right hemisphere of cerebellum', '148.9746'), ('right cerebellar cortex', '1471.2891')]"
coronal,27,"(256, 256)","[('Unknown', '72235.5469'), ('white matter of left cerebral hemisphere', '2007.8613'), ('cortex of left cerebral hemisphere', '3455.4199'), ('white matter of left hemisphere of cerebellum', '233.3496'), ('left cerebellar cortex', '1438.3301'), ('white matter of right cerebral hemisphere', '1607.0801'), ('cortex of right cerebral hemisphere', '3736.2305'), ('white matter of right hemisphere of cerebellum', '134.4727'), ('right cerebellar cortex', '1551.7090')]"
coronal,28,"(256, 256)","[('Unknown', '71666.0156'), ('white matter of left cerebral hemisphere', '1956.4453'), ('cortex of left cerebral hemisphere', '3671.6309'), ('white matter of left hemisphere of cerebellum', '218.8477'), ('left cerebellar cortex', '1649.2676'), ('white matter of right cerebral hemisphere', '1670.3613'), ('cortex of right cerebral hemisphere', '3728.3203'), ('white matter of right hemisphere of cerebellum', '138.4277'), ('right cerebellar cortex', '1700.6836')]"
coronal,29,"(256, 256)","[('Unknown', '71201.9531'), ('white matter of left cerebral hemisphere', '1919.5312'), ('cortex of left cerebral hemisphere', '3737.5488'), ('white matter of left hemisphere of cerebellum', '235.9863'), ('left cerebellar cortex', '1781.1035'), ('white matter of right cerebral hemisphere', '1741.5527'), ('cortex of right cerebral hemisphere', '3858.8379'), ('white matter of right hemisphere of cerebellum', '175.3418'), ('right cerebellar cortex', '1748.1445')]"
coronal,30,"(256, 256)","[('Unknown', '70697.0215'), ('white matter of left cerebral hemisphere', '2206.9336'), ('cortex of left cerebral hemisphere', '3651.8555'), ('white matter of left hemisphere of cerebellum', '295.3125'), ('left cerebellar cortex', '1799.5605'), ('white matter of right cerebral hemisphere', '1839.1113'), ('cortex of right cerebral hemisphere', '3815.3320'), ('white matter of right hemisphere of cerebellum', '247.8516'), ('right cerebellar cortex', '1847.0215')]"
coronal,31,"(256, 256)","[('Unknown', '70302.8320'), ('white matter of left cerebral hemisphere', '2176.6113'), ('cortex of left cerebral hemisphere', '3945.8496'), ('white matter of left hemisphere of cerebellum', '270.2637'), ('left cerebellar cortex', '1840.4297'), ('white matter of right cerebral hemisphere', '1918.2129'), ('cortex of right cerebral hemisphere', '3777.0996'), ('white matter of right hemisphere of cerebellum', '235.9863'), ('right cerebellar cortex', '1932.7148')]"
coronal,32,"(256, 256)","[('Unknown', '69949.5117'), ('white matter of left cerebral hemisphere', '2196.3867'), ('cortex of left cerebral hemisphere', '3836.4258'), ('white matter of left hemisphere of cerebellum', '359.9121'), ('left cerebellar cortex', '1936.6699'), ('white matter of right cerebral hemisphere', '2076.4160'), ('cortex of right cerebral hemisphere', '3740.1855'), ('white matter of right hemisphere of cerebellum', '267.6270'), ('right cerebellar cortex', '2036.8652')]"
coronal,33,"(256, 256)","[('Unknown', '69693.7500'), ('white matter of left cerebral hemisphere', '2170.0195'), ('cortex of left cerebral hemisphere', '3914.2090'), ('white matter of left hemisphere of cerebellum', '317.7246'), ('left cerebellar cortex', '2130.4688'), ('white matter of right cerebral hemisphere', '2085.6445'), ('cortex of right cerebral hemisphere', '3716.4551'), ('white matter of right hemisphere of cerebellum', '255.7617'), ('right cerebellar cortex', '2115.9668')]"
coronal,34,"(256, 256)","[('Unknown', '69360.2051'), ('white matter of left cerebral hemisphere', '2229.3457'), ('cortex of left cerebral hemisphere', '3931.3477'), ('white matter of left hemisphere of cerebellum', '403.4180'), ('left cerebellar cortex', '2065.8691'), ('white matter of right cerebral hemisphere', '2110.6934'), ('cortex of right cerebral hemisphere', '3794.2383'), ('white matter of right hemisphere of cerebellum', '322.9980'), ('right cerebellar cortex', '2181.8848')]"
coronal,35,"(256, 256)","[('Unknown', '69054.3457'), ('white matter of left cerebral hemisphere', '2378.3203'), ('cortex of left cerebral hemisphere', '3778.4180'), ('white matter of left hemisphere of cerebellum', '411.3281'), ('left cerebellar cortex', '2230.6641'), ('white matter of right cerebral hemisphere', '2127.8320'), ('cortex of right cerebral hemisphere', '3850.9277'), ('white matter of right hemisphere of cerebellum', '395.5078'), ('right cerebellar cortex', '2172.6562')]"
coronal,36,"(256, 256)","[('Unknown', '68665.4297'), ('white matter of left cerebral hemisphere', '2440.2832'), ('cortex of left cerebral hemisphere', '3767.8711'), ('white matter of left hemisphere of cerebellum', '595.8984'), ('left cerebellar cortex', '2104.1016'), ('white matter of right cerebral hemisphere', '2122.5586'), ('cortex of right cerebral hemisphere', '4017.0410'), ('white matter of right hemisphere of cerebellum', '402.0996'), ('right cerebellar cortex', '2284.7168')]"
coronal,37,"(256, 256)","[('Unknown', '68097.2168'), ('white matter of left cerebral hemisphere', '2201.6602'), ('cortex of left cerebral hemisphere', '4090.8691'), ('white matter of left hemisphere of cerebellum', '618.3105'), ('left cerebellar cortex', '2361.1816'), ('white matter of right cerebral hemisphere', '1724.4141'), ('cortex of right cerebral hemisphere', '4524.6094'), ('white matter of right hemisphere of cerebellum', '510.2051'), ('right cerebellar cortex', '2271.5332')]"
coronal,38,"(256, 256)","[('Unknown', '67799.2676'), ('white matter of left cerebral hemisphere', '2403.3691'), ('cortex of left cerebral hemisphere', '4092.1875'), ('white matter of left hemisphere of cerebellum', '694.7754'), ('left cerebellar cortex', '2195.0684'), ('white matter of right cerebral hemisphere', '2118.6035'), ('cortex of right cerebral hemisphere', '4241.1621'), ('white matter of right hemisphere of cerebellum', '556.3477'), ('right cerebellar cortex', '2299.2188')]"
coronal,39,"(256, 256)","[('Unknown', '67469.6777'), ('white matter of left cerebral hemisphere', '2609.0332'), ('cortex of left cerebral hemisphere', '3994.6289'), ('white matter of left hemisphere of cerebellum', '618.3105'), ('left cerebellar cortex', '2303.1738'), ('white matter of right cerebral hemisphere', '2173.9746'), ('cortex of right cerebral hemisphere', '4427.0508'), ('white matter of right hemisphere of cerebellum', '540.5273'), ('right cerebellar cortex', '2263.6230')]"
coronal,40,"(256, 256)","[('Unknown', '67200.7324'), ('white matter of left cerebral hemisphere', '2929.3945'), ('cortex of left cerebral hemisphere', '3738.8672'), ('left lateral ventricle', '63.2812'), ('white matter of left hemisphere of cerebellum', '565.5762'), ('left cerebellar cortex', '2394.1406'), ('white matter of right cerebral hemisphere', '2653.8574'), ('cortex of right cerebral hemisphere', '3931.3477'), ('right lateral ventricle', '7.9102'), ('white matter of right hemisphere of cerebellum', '520.7520'), ('right cerebellar cortex', '2394.1406')]"
coronal,41,"(256, 256)","[('Unknown', '66962.1094'), ('white matter of left cerebral hemisphere', '3012.4512'), ('cortex of left cerebral hemisphere', '3697.9980'), ('left lateral ventricle', '77.7832'), ('white matter of left hemisphere of cerebellum', '590.6250'), ('left cerebellar cortex', '2485.1074'), ('white matter of right cerebral hemisphere', '2742.1875'), ('cortex of right cerebral hemisphere', '3899.7070'), ('right lateral ventricle', '36.9141'), ('white matter of right hemisphere of cerebellum', '518.1152'), ('right cerebellar cortex', '2377.0020')]"
coronal,42,"(256, 256)","[('Unknown', '66765.6738'), ('white matter of left cerebral hemisphere', '2938.6230'), ('cortex of left cerebral hemisphere', '3866.7480'), ('left lateral ventricle', '97.5586'), ('white matter of left hemisphere of cerebellum', '626.2207'), ('left cerebellar cortex', '2264.9414'), ('white matter of right cerebral hemisphere', '2664.4043'), ('cortex of right cerebral hemisphere', '4172.6074'), ('right lateral ventricle', '71.1914'), ('white matter of right hemisphere of cerebellum', '576.1230'), ('right cerebellar cortex', '2355.9082')]"
coronal,43,"(256, 256)","[('Unknown', '66789.4043'), ('white matter of left cerebral hemisphere', '2947.8516'), ('cortex of left cerebral hemisphere', '3949.8047'), ('left lateral ventricle', '127.8809'), ('white matter of left hemisphere of cerebellum', '620.9473'), ('left cerebellar cortex', '2287.3535'), ('fourth ventricle', '54.0527'), ('white matter of right cerebral hemisphere', '2793.6035'), ('cortex of right cerebral hemisphere', '3924.7559'), ('right lateral ventricle', '134.4727'), ('white matter of right hemisphere of cerebellum', '572.1680'), ('right cerebellar cortex', '2197.7051')]"
coronal,44,"(256, 256)","[('Unknown', '66545.5078'), ('white matter of left cerebral hemisphere', '3156.1523'), ('cortex of left cerebral hemisphere', '3919.4824'), ('left lateral ventricle', '154.2480'), ('white matter of left hemisphere of cerebellum', '590.6250'), ('left cerebellar cortex', '2274.1699'), ('fourth ventricle', '76.4648'), ('white matter of right cerebral hemisphere', '2949.1699'), ('cortex of right cerebral hemisphere', '3870.7031'), ('right lateral ventricle', '195.1172'), ('white matter of right hemisphere of cerebellum', '536.5723'), ('right cerebellar cortex', '2131.7871')]"
coronal,45,"(256, 256)","[('Unknown', '66632.5195'), ('white matter of left cerebral hemisphere', '3083.6426'), ('cortex of left cerebral hemisphere', '4090.8691'), ('left lateral ventricle', '181.9336'), ('white matter of left hemisphere of cerebellum', '622.2656'), ('left cerebellar cortex', '2034.2285'), ('fourth ventricle', '89.6484'), ('white matter of right cerebral hemisphere', '3057.2754'), ('cortex of right cerebral hemisphere', '3840.3809'), ('right lateral ventricle', '235.9863'), ('white matter of right hemisphere of cerebellum', '605.1270'), ('right cerebellar cortex', '1926.1230')]"
coronal,46,"(256, 256)","[('Unknown', '66897.5098'), ('white matter of left cerebral hemisphere', '2809.4238'), ('cortex of left cerebral hemisphere', '4311.0352'), ('left lateral ventricle', '197.7539'), ('white matter of left hemisphere of cerebellum', '655.2246'), ('left cerebellar cortex', '1749.4629'), ('fourth ventricle', '126.5625'), ('left hippocampus', '109.4238'), ('white matter of right cerebral hemisphere', '2996.6309'), ('cortex of right cerebral hemisphere', '3890.4785'), ('right lateral ventricle', '239.9414'), ('white matter of right hemisphere of cerebellum', '659.1797'), ('right cerebellar cortex', '1667.7246'), ('right hippocampus', '89.6484')]"
coronal,47,"(256, 256)","[('Unknown', '66931.7871'), ('white matter of left cerebral hemisphere', '2607.7148'), ('cortex of left cerebral hemisphere', '4489.0137'), ('left lateral ventricle', '217.5293'), ('white matter of left hemisphere of cerebellum', '548.4375'), ('left cerebellar cortex', '1691.4551'), ('fourth ventricle', '166.1133'), ('left hippocampus', '196.4355'), ('white matter of right cerebral hemisphere', '2441.6016'), ('cortex of right cerebral hemisphere', '4423.0957'), ('right lateral ventricle', '241.2598'), ('white matter of right hemisphere of cerebellum', '537.8906'), ('right cerebellar cortex', '1712.5488'), ('right hippocampus', '195.1172')]"
coronal,48,"(256, 256)","[('Unknown', '66935.7422'), ('white matter of left cerebral hemisphere', '2859.5215'), ('cortex of left cerebral hemisphere', '4278.0762'), ('left lateral ventricle', '142.3828'), ('temporal horn of left lateral ventricle', '11.8652'), ('white matter of left hemisphere of cerebellum', '519.4336'), ('left cerebellar cortex', '1286.7188'), ('fourth ventricle', '328.2715'), ('brainstem', '522.0703'), ('left hippocampus', '232.0312'), ('white matter of right cerebral hemisphere', '2428.4180'), ('cortex of right cerebral hemisphere', '4636.6699'), ('right lateral ventricle', '166.1133'), ('temporal horn of right lateral ventricle', '19.7754'), ('white matter of right hemisphere of cerebellum', '543.1641'), ('right cerebellar cortex', '1318.3594'), ('right hippocampus', '171.3867')]"
coronal,49,"(256, 256)","[('Unknown', '66809.1797'), ('white matter of left cerebral hemisphere', '2804.1504'), ('cortex of left cerebral hemisphere', '4347.9492'), ('left lateral ventricle', '112.0605'), ('temporal horn of left lateral ventricle', '2.6367'), ('white matter of left hemisphere of cerebellum', '345.4102'), ('left cerebellar cortex', '1240.5762'), ('left thalamus', '203.0273'), ('fourth ventricle', '272.9004'), ('brainstem', '1037.5488'), ('left hippocampus', '100.1953'), ('white matter of right cerebral hemisphere', '2502.2461'), ('cortex of right cerebral hemisphere', '4545.7031'), ('right lateral ventricle', '141.0645'), ('temporal horn of right lateral ventricle', '11.8652'), ('white matter of right hemisphere of cerebellum', '413.9648'), ('right cerebellar cortex', '1278.8086'), ('right thalamus proper', '104.1504'), ('right hippocampus', '126.5625')]"
coronal,50,"(256, 256)","[('Unknown', '66906.7383'), ('white matter of left cerebral hemisphere', '2785.6934'), ('cortex of left cerebral hemisphere', '4359.8145'), ('left lateral ventricle', '97.5586'), ('temporal horn of left lateral ventricle', '10.5469'), ('white matter of left hemisphere of cerebellum', '275.5371'), ('left cerebellar cortex', '1102.1484'), ('left thalamus', '283.4473'), ('fourth ventricle', '148.9746'), ('brainstem', '1313.0859'), ('left hippocampus', '119.9707'), ('white matter of right cerebral hemisphere', '2432.3730'), ('cortex of right cerebral hemisphere', '4541.7480'), ('right lateral ventricle', '113.3789'), ('temporal horn of right lateral ventricle', '3.9551'), ('white matter of right hemisphere of cerebellum', '295.3125'), ('right cerebellar cortex', '1230.0293'), ('right thalamus proper', '264.9902'), ('right hippocampus', '114.6973')]"
coronal,51,"(256, 256)","[('Unknown', '67456.4941'), ('white matter of left cerebral hemisphere', '2775.1465'), ('cortex of left cerebral hemisphere', '4214.7949'), ('left lateral ventricle', '85.6934'), ('temporal horn of left lateral ventricle', '5.2734'), ('white matter of left hemisphere of cerebellum', '238.6230'), ('left cerebellar cortex', '965.0391'), ('left thalamus', '295.3125'), ('fourth ventricle', '39.5508'), ('brainstem', '1454.1504'), ('left hippocampus', '119.9707'), ('white matter of right cerebral hemisphere', '2448.1934'), ('cortex of right cerebral hemisphere', '4487.6953'), ('right lateral ventricle', '112.0605'), ('white matter of right hemisphere of cerebellum', '254.4434'), ('right cerebellar cortex', '1059.9609'), ('right thalamus proper', '311.1328'), ('right hippocampus', '76.4648')]"
coronal,52,"(256, 256)","[('Unknown', '67692.4805'), ('white matter of left cerebral hemisphere', '2765.9180'), ('cortex of left cerebral hemisphere', '4196.3379'), ('left lateral ventricle', '64.5996'), ('temporal horn of left lateral ventricle', '2.6367'), ('white matter of left hemisphere of cerebellum', '232.0312'), ('left cerebellar cortex', '878.0273'), ('left thalamus', '390.2344'), ('fourth ventricle', '23.7305'), ('brainstem', '1480.5176'), ('left hippocampus', '97.5586'), ('white matter of right cerebral hemisphere', '2624.8535'), ('cortex of right cerebral hemisphere', '4235.8887'), ('right lateral ventricle', '81.7383'), ('temporal horn of right lateral ventricle', '3.9551'), ('white matter of right hemisphere of cerebellum', '243.8965'), ('right cerebellar cortex', '904.3945'), ('right thalamus proper', '395.5078'), ('right hippocampus', '85.6934')]"
