coupe,num coupe,dimensions,labels
coronal,0,"(256, 256, 1)","[('Unknown', '86400.0000')]"
coronal,1,"(256, 256, 1)","[('Unknown', '85532.5195'), ('cortex of left cerebral hemisphere', '424.5117'), ('cortex of right cerebral hemisphere', '442.9688')]"
coronal,2,"(256, 256, 1)","[('Unknown', '84928.7109'), ('white matter of left cerebral hemisphere', '6.5918'), ('cortex of left cerebral hemisphere', '689.5020'), ('white matter of right cerebral hemisphere', '26.3672'), ('cortex of right cerebral hemisphere', '748.8281')]"
coronal,3,"(256, 256, 1)","[('Unknown', '84476.5137'), ('white matter of left cerebral hemisphere', '47.4609'), ('cortex of left cerebral hemisphere', '994.0430'), ('white matter of right cerebral hemisphere', '73.8281'), ('cortex of right cerebral hemisphere', '808.1543')]"
coronal,4,"(256, 256, 1)","[('Unknown', '83719.7754'), ('white matter of left cerebral hemisphere', '154.2480'), ('cortex of left cerebral hemisphere', '1404.0527'), ('white matter of right cerebral hemisphere', '168.7500'), ('cortex of right cerebral hemisphere', '953.1738')]"
coronal,5,"(256, 256, 1)","[('Unknown', '83085.6445'), ('white matter of left cerebral hemisphere', '296.6309'), ('cortex of left cerebral hemisphere', '1591.2598'), ('white matter of right cerebral hemisphere', '239.9414'), ('cortex of right cerebral hemisphere', '1186.5234')]"
coronal,6,"(256, 256, 1)","[('Unknown', '82323.6328'), ('white matter of left cerebral hemisphere', '350.6836'), ('cortex of left cerebral hemisphere', '1821.9727'), ('white matter of right cerebral hemisphere', '296.6309'), ('cortex of right cerebral hemisphere', '1607.0801')]"
coronal,7,"(256, 256, 1)","[('Unknown', '81673.6816'), ('white matter of left cerebral hemisphere', '536.5723'), ('cortex of left cerebral hemisphere', '1940.6250'), ('white matter of right cerebral hemisphere', '470.6543'), ('cortex of right cerebral hemisphere', '1778.4668')]"
coronal,8,"(256, 256, 1)","[('Unknown', '81068.5547'), ('white matter of left cerebral hemisphere', '586.6699'), ('cortex of left cerebral hemisphere', '2189.7949'), ('white matter of right cerebral hemisphere', '485.1562'), ('cortex of right cerebral hemisphere', '2069.8242')]"
coronal,9,"(256, 256, 1)","[('Unknown', '80683.5938'), ('white matter of left cerebral hemisphere', '783.1055'), ('cortex of left cerebral hemisphere', '2230.6641'), ('white matter of right cerebral hemisphere', '688.1836'), ('cortex of right cerebral hemisphere', '2014.4531')]"
coronal,10,"(256, 256, 1)","[('Unknown', '80189.2090'), ('white matter of left cerebral hemisphere', '862.2070'), ('cortex of left cerebral hemisphere', '2340.0879'), ('white matter of right cerebral hemisphere', '704.0039'), ('cortex of right cerebral hemisphere', '2115.9668'), ('right cerebellar cortex', '188.5254')]"
coronal,11,"(256, 256, 1)","[('Unknown', '79291.4062'), ('white matter of left cerebral hemisphere', '974.2676'), ('cortex of left cerebral hemisphere', '2341.4062'), ('left cerebellar cortex', '300.5859'), ('white matter of right cerebral hemisphere', '796.2891'), ('cortex of right cerebral hemisphere', '2258.3496'), ('right cerebellar cortex', '437.6953')]"
coronal,12,"(256, 256, 1)","[('Unknown', '78619.0430'), ('white matter of left cerebral hemisphere', '904.3945'), ('cortex of left cerebral hemisphere', '2566.8457'), ('left cerebellar cortex', '473.2910'), ('white matter of right cerebral hemisphere', '719.8242'), ('cortex of right cerebral hemisphere', '2460.0586'), ('right cerebellar cortex', '656.5430')]"
coronal,13,"(256, 256, 1)","[('Unknown', '77872.8516'), ('white matter of left cerebral hemisphere', '1125.8789'), ('cortex of left cerebral hemisphere', '2541.7969'), ('left cerebellar cortex', '663.1348'), ('white matter of right cerebral hemisphere', '991.4062'), ('cortex of right cerebral hemisphere', '2374.3652'), ('right cerebellar cortex', '830.5664')]"
coronal,14,"(256, 256, 1)","[('Unknown', '77234.7656'), ('white matter of left cerebral hemisphere', '1190.4785'), ('cortex of left cerebral hemisphere', '2578.7109'), ('left cerebellar cortex', '904.3945'), ('white matter of right cerebral hemisphere', '1161.4746'), ('cortex of right cerebral hemisphere', '2338.7695'), ('right cerebellar cortex', '991.4062')]"
coronal,15,"(256, 256, 1)","[('Unknown', '76658.6426'), ('white matter of left cerebral hemisphere', '1301.2207'), ('cortex of left cerebral hemisphere', '2595.8496'), ('left lateral ventricle', '2.6367'), ('left cerebellar cortex', '1034.9121'), ('white matter of right cerebral hemisphere', '1157.5195'), ('cortex of right cerebral hemisphere', '2490.3809'), ('right cerebellar cortex', '1158.8379')]"
coronal,16,"(256, 256, 1)","[('Unknown', '76133.9355'), ('white matter of left cerebral hemisphere', '1344.7266'), ('cortex of left cerebral hemisphere', '2589.2578'), ('white matter of left hemisphere of cerebellum', '10.5469'), ('left cerebellar cortex', '1173.3398'), ('white matter of right cerebral hemisphere', '1298.5840'), ('cortex of right cerebral hemisphere', '2548.3887'), ('white matter of right hemisphere of cerebellum', '7.9102'), ('right cerebellar cortex', '1293.3105')]"
coronal,17,"(256, 256, 1)","[('Unknown', '75428.6133'), ('white matter of left cerebral hemisphere', '1294.6289'), ('cortex of left cerebral hemisphere', '2854.2480'), ('left lateral ventricle', '10.5469'), ('white matter of left hemisphere of cerebellum', '27.6855'), ('left cerebellar cortex', '1323.6328'), ('white matter of right cerebral hemisphere', '1306.4941'), ('cortex of right cerebral hemisphere', '2674.9512'), ('white matter of right hemisphere of cerebellum', '76.4648'), ('right cerebellar cortex', '1402.7344')]"
coronal,18,"(256, 256, 1)","[('Unknown', '74600.6836'), ('white matter of left cerebral hemisphere', '1371.0938'), ('cortex of left cerebral hemisphere', '2982.1289'), ('left lateral ventricle', '14.5020'), ('white matter of left hemisphere of cerebellum', '46.1426'), ('left cerebellar cortex', '1468.6523'), ('white matter of right cerebral hemisphere', '1306.4941'), ('cortex of right cerebral hemisphere', '2979.4922'), ('white matter of right hemisphere of cerebellum', '105.4688'), ('right cerebellar cortex', '1525.3418')]"
coronal,19,"(256, 256, 1)","[('Unknown', '73854.4922'), ('white matter of left cerebral hemisphere', '1353.9551'), ('cortex of left cerebral hemisphere', '3320.9473'), ('left lateral ventricle', '11.8652'), ('white matter of left hemisphere of cerebellum', '55.3711'), ('left cerebellar cortex', '1612.3535'), ('white matter of right cerebral hemisphere', '1319.6777'), ('cortex of right cerebral hemisphere', '3116.6016'), ('white matter of right hemisphere of cerebellum', '117.3340'), ('right cerebellar cortex', '1637.4023')]"
coronal,20,"(256, 256, 1)","[('Unknown', '73250.6836'), ('white matter of left cerebral hemisphere', '1295.9473'), ('cortex of left cerebral hemisphere', '3547.7051'), ('left lateral ventricle', '15.8203'), ('white matter of left hemisphere of cerebellum', '83.0566'), ('left cerebellar cortex', '1712.5488'), ('white matter of right cerebral hemisphere', '1315.7227'), ('cortex of right cerebral hemisphere', '3290.6250'), ('white matter of right hemisphere of cerebellum', '139.7461'), ('right cerebellar cortex', '1748.1445')]"
coronal,21,"(256, 256, 1)","[('Unknown', '72731.2500'), ('white matter of left cerebral hemisphere', '1406.6895'), ('cortex of left cerebral hemisphere', '3608.3496'), ('left lateral ventricle', '14.5020'), ('white matter of left hemisphere of cerebellum', '98.8770'), ('left cerebellar cortex', '1841.7480'), ('white matter of right cerebral hemisphere', '1386.9141'), ('cortex of right cerebral hemisphere', '3319.6289'), ('white matter of right hemisphere of cerebellum', '142.3828'), ('right cerebellar cortex', '1849.6582')]"
